INSERT INTO oceny (user_id, temat, przedmiot, wartosc, data_wystawienia) VALUES('101', 'Kartkówka', 'Język Francuski', '3', '2016-09-14 08:10:19'), 
('101', 'Praca dodatkowa', 'Język Angielski', '1', '2016-12-20 20:50:14'), 
('139', 'Aktywność na lekcji', 'Plastyka', '6', '2017-01-07 01:19:22'), 
('139', 'Egzamin', 'Język Włoski', '3', '2016-09-08 23:40:10'), 
('139', 'Zachowanie', 'Informatyka', '2', '2016-10-26 14:15:04'), 
('139', 'Egzamin', 'Godzina Wychowawcza', '1', '2016-10-25 10:17:41'), 
('139', 'Kartkówka', 'Religia', '4', '2017-01-17 14:16:59'), 
('139', 'Aktywność na lekcji', 'Chemia', '4', '2016-09-07 05:28:25'), 
('140', 'Aktywność na lekcji', 'Zajęcia Artystyczne', '2', '2016-09-15 13:45:36'), 
('140', 'Sprawdzian', 'Biologia', '3', '2016-09-11 19:34:36'), 
('140', 'Sprawdzian', 'Wiedza o Społeczeństwie', '5', '2016-09-09 14:21:53'), 
('140', 'Aktywność na lekcji', 'Godzina Wychowawcza', '2', '2016-11-29 16:11:15'), 
('140', 'Egzamin', 'Informatyka', '6', '2016-12-24 01:03:34'), 
('140', 'Sprawdzian', 'Geografia', '2', '2016-12-01 02:41:42'), 
('140', 'Kartkówka', 'Matematyka', '6', '2017-02-01 07:17:55'), 
('140', 'Zachowanie', 'Język Hiszpański', '1', '2017-01-18 13:14:36'), 
('140', 'Kartkówka', 'Język Polski', '5', '2016-10-20 09:11:02'), 
('140', 'Aktywność na lekcji', 'Geografia', '6', '2017-01-02 16:37:51'), 
('140', 'Sprawdzian', 'Technika', '2', '2016-11-15 08:17:27'), 
('140', 'Kartkówka', 'Zajęcia Artystyczne', '1', '2016-10-09 16:42:09'), 
('140', 'Egzamin', 'Muzyka', '1', '2016-12-13 12:18:20'), 
('140', 'Egzamin', 'Religia', '5', '2016-12-29 11:33:22'), 
('140', 'Egzamin', 'Język Angielski', '6', '2016-10-02 21:25:21'), 
('140', 'Egzamin', 'Język Polski', '2', '2016-12-31 18:36:17'), 
('140', 'Egzamin', 'Informatyka', '4', '2016-10-31 16:24:01'), 
('140', 'Projekt', 'Informatyka', '5', '2016-11-26 11:57:09'), 
('140', 'Sprawdzian', 'Plastyka', '2', '2016-12-31 13:25:04'), 
('140', 'Sprawdzian', 'Język Rosyjski', '1', '2016-11-19 18:23:17'), 
('140', 'Odpowiedź ustna', 'Muzyka', '1', '2016-11-16 22:09:38'), 
('140', 'Sprawdzian', 'Religia', '5', '2017-01-04 23:11:47'), 
('140', 'Kartkówka', 'Język Angielski', '4', '2017-01-29 02:59:07'), 
('140', 'Odpowiedź ustna', 'Język Włoski', '3', '2016-11-12 01:19:58'), 
('140', 'Praca dodatkowa', 'Informatyka', '2', '2016-11-27 13:52:44'), 
('140', 'Egzamin', 'Język Angielski', '6', '2016-10-17 14:57:14'), 
('140', 'Odpowiedź ustna', 'Geografia', '1', '2017-01-02 19:25:34'), 
('140', 'Kartkówka', 'Plastyka', '5', '2016-11-01 06:49:54'), 
('140', 'Egzamin', 'Muzyka', '6', '2016-09-18 21:59:52'), 
('140', 'Egzamin', 'Język Francuski', '1', '2016-09-26 05:33:06'), 
('141', 'Aktywność na lekcji', 'Wychowanie Fizyczne', '5', '2017-01-13 04:18:47'), 
('141', 'Aktywność na lekcji', 'Biologia', '3', '2016-10-11 20:58:55'), 
('141', 'Egzamin', 'Muzyka', '2', '2016-10-23 21:00:39'), 
('141', 'Praca dodatkowa', 'Język Polski', '2', '2016-11-06 11:06:11'), 
('141', 'Aktywność na lekcji', 'Informatyka', '2', '2016-12-07 09:32:33'), 
('141', 'Sprawdzian', 'Język Francuski', '3', '2016-09-24 16:09:11'), 
('141', 'Egzamin', 'Chemia', '1', '2016-11-24 18:05:39'), 
('141', 'Odpowiedź ustna', 'Język Angielski', '4', '2016-11-11 01:52:35'), 
('141', 'Odpowiedź ustna', 'Technika', '1', '2016-12-02 03:27:42'), 
('141', 'Zachowanie', 'Język Polski', '2', '2016-11-07 06:25:39'), 
('141', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '2', '2016-09-15 17:55:52'), 
('141', 'Zachowanie', 'Technika', '2', '2016-09-18 17:53:24'), 
('141', 'Praca dodatkowa', 'Zajęcia Artystyczne', '6', '2016-11-17 22:43:41'), 
('141', 'Odpowiedź ustna', 'Język Polski', '6', '2016-10-29 08:46:13'), 
('141', 'Kartkówka', 'Informatyka', '1', '2016-11-21 18:06:13'), 
('141', 'Zachowanie', 'Godzina Wychowawcza', '1', '2016-10-07 14:54:22'), 
('141', 'Zachowanie', 'Geografia', '4', '2016-11-06 21:43:32'), 
('141', 'Aktywność na lekcji', 'Muzyka', '2', '2016-11-16 08:25:24'), 
('141', 'Sprawdzian', 'Język Angielski', '3', '2016-09-22 22:36:01'), 
('141', 'Zachowanie', 'Język Angielski', '3', '2017-01-05 00:53:42'), 
('142', 'Odpowiedź ustna', 'Język Polski', '1', '2016-11-06 12:22:40'), 
('142', 'Egzamin', 'Wiedza o Społeczeństwie', '5', '2016-10-03 19:50:00'), 
('142', 'Praca dodatkowa', 'Zajęcia Artystyczne', '3', '2017-01-21 02:33:23'), 
('142', 'Aktywność na lekcji', 'Język Włoski', '4', '2016-10-26 19:05:42'), 
('142', 'Sprawdzian', 'Język Rosyjski', '1', '2016-11-06 22:47:03'), 
('142', 'Aktywność na lekcji', 'Język Hiszpański', '6', '2016-09-26 06:00:43'), 
('142', 'Kartkówka', 'Wychowanie Fizyczne', '2', '2017-01-27 06:32:41'), 
('142', 'Aktywność na lekcji', 'Matematyka', '3', '2016-09-23 06:59:17'), 
('142', 'Egzamin', 'Język Rosyjski', '3', '2016-12-30 14:20:20'), 
('142', 'Odpowiedź ustna', 'Chemia', '4', '2016-12-31 20:47:08'), 
('142', 'Egzamin', 'Zajęcia Artystyczne', '2', '2016-09-20 01:07:15'), 
('142', 'Projekt', 'Informatyka', '4', '2016-10-15 17:20:03'), 
('142', 'Aktywność na lekcji', 'Język Hiszpański', '1', '2016-11-15 23:58:11'), 
('142', 'Kartkówka', 'Zajęcia Artystyczne', '6', '2016-09-08 20:20:28'), 
('142', 'Praca dodatkowa', 'Wychowanie Fizyczne', '3', '2016-12-20 16:54:37'), 
('142', 'Aktywność na lekcji', 'Plastyka', '1', '2016-09-18 10:40:03'), 
('142', 'Odpowiedź ustna', 'Język Włoski', '5', '2016-11-05 14:07:45'), 
('142', 'Projekt', 'Technika', '5', '2016-12-08 06:33:58'), 
('142', 'Projekt', 'Język Hiszpański', '6', '2016-11-10 19:32:46'), 
('142', 'Aktywność na lekcji', 'Język Polski', '3', '2017-01-11 21:50:06'), 
('142', 'Kartkówka', 'Matematyka', '6', '2016-12-31 09:55:09'), 
('142', 'Projekt', 'Język Polski', '3', '2017-01-12 00:44:00'), 
('142', 'Zachowanie', 'Plastyka', '5', '2016-09-24 20:02:42'), 
('142', 'Sprawdzian', 'Wychowanie Fizyczne', '4', '2016-12-18 10:50:31'), 
('142', 'Zachowanie', 'Zajęcia Artystyczne', '6', '2017-02-01 16:52:45'), 
('142', 'Zachowanie', 'Biologia', '4', '2017-01-18 03:15:03'), 
('143', 'Kartkówka', 'Geografia', '6', '2016-11-02 05:48:16'), 
('143', 'Zachowanie', 'Godzina Wychowawcza', '5', '2017-01-12 17:50:14'), 
('143', 'Egzamin', 'Muzyka', '3', '2016-10-12 13:29:36'), 
('143', 'Kartkówka', 'Biologia', '3', '2016-10-18 07:41:32'), 
('143', 'Sprawdzian', 'Matematyka', '3', '2016-11-03 23:14:36'), 
('143', 'Zachowanie', 'Matematyka', '4', '2016-09-27 00:23:49'), 
('143', 'Sprawdzian', 'Zajęcia Artystyczne', '5', '2016-11-10 04:16:29'), 
('143', 'Sprawdzian', 'Geografia', '1', '2016-12-27 03:13:47'), 
('143', 'Zachowanie', 'Muzyka', '5', '2016-09-23 02:50:45'), 
('143', 'Odpowiedź ustna', 'Język Włoski', '5', '2017-01-05 12:00:26'), 
('143', 'Egzamin', 'Język Hiszpański', '3', '2016-10-27 11:03:01'), 
('143', 'Odpowiedź ustna', 'Wychowanie do Życia w Rodzinie', '3', '2016-12-12 20:00:15'), 
('143', 'Odpowiedź ustna', 'Język Francuski', '1', '2016-10-15 06:00:03'), 
('143', 'Zachowanie', 'Język Włoski', '2', '2016-10-08 09:23:29'), 
('143', 'Praca dodatkowa', 'Wychowanie Fizyczne', '2', '2017-01-03 04:21:27'), 
('143', 'Egzamin', 'Wiedza o Społeczeństwie', '4', '2016-09-17 07:13:30'), 
('143', 'Sprawdzian', 'Chemia', '2', '2016-11-13 16:20:54'), 
('143', 'Zachowanie', 'Język Francuski', '2', '2016-12-29 01:29:33'), 
('143', 'Sprawdzian', 'Wychowanie do Życia w Rodzinie', '6', '2016-11-19 04:12:53'), 
('143', 'Kartkówka', 'Biologia', '3', '2017-01-21 01:56:31'), 
('143', 'Sprawdzian', 'Religia', '5', '2017-01-01 16:14:08'), 
('143', 'Sprawdzian', 'Biologia', '2', '2016-09-07 12:40:37'), 
('143', 'Aktywność na lekcji', 'Wychowanie Fizyczne', '3', '2016-09-16 11:01:25'), 
('143', 'Odpowiedź ustna', 'Plastyka', '5', '2016-10-20 08:31:26'), 
('143', 'Projekt', 'Wychowanie Fizyczne', '2', '2016-09-09 02:26:33'), 
('143', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '1', '2016-12-29 09:22:44'), 
('143', 'Zachowanie', 'Plastyka', '4', '2016-10-22 03:43:03'), 
('143', 'Projekt', 'Język Francuski', '3', '2016-12-17 15:59:48'), 
('144', 'Odpowiedź ustna', 'Wychowanie Fizyczne', '4', '2017-01-15 02:47:27'), 
('144', 'Praca dodatkowa', 'Wychowanie Fizyczne', '3', '2016-09-13 18:35:56'), 
('144', 'Zachowanie', 'Godzina Wychowawcza', '4', '2016-11-02 11:59:21'), 
('144', 'Egzamin', 'Technika', '6', '2016-10-23 12:52:40'), 
('144', 'Projekt', 'Język Włoski', '5', '2017-01-29 06:20:26'), 
('144', 'Projekt', 'Informatyka', '6', '2017-01-11 22:16:45'), 
('144', 'Sprawdzian', 'Wychowanie do Życia w Rodzinie', '4', '2016-10-05 12:15:33'), 
('144', 'Sprawdzian', 'Język Rosyjski', '2', '2016-12-04 07:33:50'), 
('144', 'Kartkówka', 'Informatyka', '2', '2016-12-31 12:06:23'), 
('144', 'Egzamin', 'Fizyka', '5', '2017-01-09 03:47:49'), 
('144', 'Kartkówka', 'Technika', '5', '2016-10-07 20:26:27'), 
('144', 'Odpowiedź ustna', 'Język Rosyjski', '3', '2016-12-28 06:09:28'), 
('144', 'Zachowanie', 'Biologia', '6', '2016-12-24 21:48:35'), 
('144', 'Sprawdzian', 'Informatyka', '2', '2017-01-16 16:25:46'), 
('144', 'Projekt', 'Język Angielski', '3', '2016-09-08 11:04:46'), 
('144', 'Praca dodatkowa', 'Matematyka', '6', '2016-11-22 23:36:55'), 
('144', 'Odpowiedź ustna', 'Religia', '1', '2016-10-11 04:06:30'), 
('144', 'Praca dodatkowa', 'Plastyka', '1', '2016-09-21 22:26:38'), 
('144', 'Projekt', 'Geografia', '5', '2016-12-24 02:46:09'), 
('144', 'Praca dodatkowa', 'Plastyka', '1', '2016-11-25 23:31:16'), 
('144', 'Projekt', 'Geografia', '4', '2016-09-21 06:42:28'), 
('144', 'Projekt', 'Język Hiszpański', '2', '2017-01-25 08:57:23'), 
('144', 'Egzamin', 'Muzyka', '5', '2016-09-18 05:19:27'), 
('144', 'Praca dodatkowa', 'Geografia', '3', '2016-10-12 02:29:56'), 
('144', 'Praca dodatkowa', 'Plastyka', '3', '2016-09-13 21:53:57'), 
('145', 'Aktywność na lekcji', 'Biologia', '6', '2016-11-18 09:05:05'), 
('145', 'Sprawdzian', 'Matematyka', '4', '2016-12-21 18:30:06'), 
('145', 'Aktywność na lekcji', 'Zajęcia Artystyczne', '2', '2017-01-30 03:00:25'), 
('145', 'Odpowiedź ustna', 'Informatyka', '3', '2016-11-13 00:13:49'), 
('145', 'Praca dodatkowa', 'Język Polski', '4', '2017-01-01 19:12:46'), 
('145', 'Praca dodatkowa', 'Język Angielski', '2', '2016-10-29 01:52:46'), 
('145', 'Egzamin', 'Zajęcia Artystyczne', '4', '2017-01-22 08:12:38'), 
('145', 'Aktywność na lekcji', 'Język Polski', '6', '2016-12-25 18:24:30'), 
('145', 'Zachowanie', 'Informatyka', '1', '2016-12-11 02:53:20'), 
('145', 'Egzamin', 'Język Włoski', '3', '2016-10-04 01:04:16'), 
('145', 'Sprawdzian', 'Zajęcia Artystyczne', '3', '2017-01-27 08:24:06'), 
('145', 'Kartkówka', 'Muzyka', '5', '2016-11-09 18:44:29'), 
('145', 'Egzamin', 'Religia', '1', '2016-11-11 01:20:12'), 
('145', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '3', '2016-10-06 10:20:27'), 
('145', 'Odpowiedź ustna', 'Plastyka', '1', '2016-09-27 04:05:28'), 
('145', 'Kartkówka', 'Język Francuski', '3', '2016-12-19 13:09:33'), 
('145', 'Zachowanie', 'Godzina Wychowawcza', '5', '2016-11-08 19:34:58'), 
('145', 'Aktywność na lekcji', 'Technika', '2', '2016-09-10 14:32:56'), 
('145', 'Praca dodatkowa', 'Język Angielski', '3', '2016-10-26 20:56:49'), 
('145', 'Praca dodatkowa', 'Technika', '6', '2016-10-04 00:12:06'), 
('145', 'Projekt', 'Religia', '1', '2017-01-10 07:34:04'), 
('145', 'Egzamin', 'Godzina Wychowawcza', '4', '2016-12-18 06:30:02'), 
('145', 'Projekt', 'Język Angielski', '3', '2016-10-03 13:44:51'), 
('145', 'Egzamin', 'Muzyka', '4', '2017-01-26 14:16:46'), 
('146', 'Praca dodatkowa', 'Język Angielski', '1', '2016-09-22 19:01:12'), 
('146', 'Aktywność na lekcji', 'Język Polski', '5', '2016-09-24 23:36:24'), 
('146', 'Zachowanie', 'Język Francuski', '5', '2016-12-24 04:10:38'), 
('146', 'Praca dodatkowa', 'Język Polski', '6', '2016-11-10 01:43:38'), 
('146', 'Praca dodatkowa', 'Fizyka', '1', '2016-10-20 02:15:48'), 
('146', 'Projekt', 'Biologia', '5', '2016-12-30 01:57:07'), 
('146', 'Praca dodatkowa', 'Język Włoski', '5', '2016-11-30 02:19:09'), 
('146', 'Praca dodatkowa', 'Język Hiszpański', '3', '2017-01-26 02:41:55'), 
('146', 'Sprawdzian', 'Język Hiszpański', '3', '2016-10-10 20:27:03'), 
('146', 'Aktywność na lekcji', 'Geografia', '1', '2016-12-23 10:31:34'), 
('146', 'Odpowiedź ustna', 'Muzyka', '5', '2016-10-05 13:39:57'), 
('146', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '2', '2016-11-19 21:28:39'), 
('146', 'Zachowanie', 'Biologia', '5', '2016-12-25 19:34:40'), 
('146', 'Projekt', 'Zajęcia Artystyczne', '6', '2017-01-06 23:33:12'), 
('146', 'Projekt', 'Godzina Wychowawcza', '4', '2016-11-28 20:36:57'), 
('146', 'Aktywność na lekcji', 'Fizyka', '6', '2016-09-17 22:19:16'), 
('146', 'Odpowiedź ustna', 'Język Rosyjski', '6', '2016-12-14 05:16:56'), 
('146', 'Egzamin', 'Wychowanie do Życia w Rodzinie', '6', '2017-01-23 00:19:38'), 
('146', 'Sprawdzian', 'Zajęcia Artystyczne', '4', '2016-12-18 04:53:24'), 
('146', 'Sprawdzian', 'Biologia', '3', '2017-01-08 11:40:31'), 
('146', 'Egzamin', 'Geografia', '3', '2016-11-04 17:53:55'), 
('146', 'Egzamin', 'Godzina Wychowawcza', '4', '2016-12-22 04:18:28'), 
('147', 'Egzamin', 'Język Hiszpański', '1', '2016-11-23 11:38:25'), 
('147', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '3', '2016-11-27 07:52:08'), 
('147', 'Zachowanie', 'Muzyka', '6', '2017-01-24 02:00:50'), 
('147', 'Projekt', 'Język Angielski', '3', '2016-12-28 09:47:11'), 
('147', 'Kartkówka', 'Matematyka', '3', '2017-01-17 15:46:56'), 
('147', 'Egzamin', 'Matematyka', '3', '2017-01-27 14:46:53'), 
('147', 'Zachowanie', 'Język Angielski', '5', '2016-10-01 23:22:56'), 
('147', 'Odpowiedź ustna', 'Język Francuski', '6', '2016-12-16 11:27:40'), 
('147', 'Projekt', 'Biologia', '6', '2016-09-08 23:10:48'), 
('147', 'Aktywność na lekcji', 'Język Włoski', '1', '2016-09-26 17:38:04'), 
('147', 'Sprawdzian', 'Godzina Wychowawcza', '2', '2016-11-23 03:51:13'), 
('147', 'Zachowanie', 'Język Hiszpański', '6', '2016-12-24 11:05:39'), 
('147', 'Projekt', 'Język Francuski', '4', '2017-01-06 23:12:21'), 
('147', 'Odpowiedź ustna', 'Geografia', '1', '2016-10-19 22:26:13'), 
('147', 'Zachowanie', 'Plastyka', '4', '2016-10-04 08:48:34'), 
('147', 'Praca dodatkowa', 'Geografia', '3', '2016-10-25 04:51:59'), 
('147', 'Egzamin', 'Język Francuski', '1', '2016-09-12 19:04:42'), 
('147', 'Egzamin', 'Informatyka', '3', '2016-11-13 09:26:32'), 
('147', 'Odpowiedź ustna', 'Język Rosyjski', '1', '2017-01-03 05:05:46'), 
('147', 'Projekt', 'Język Angielski', '6', '2016-12-13 04:33:16'), 
('147', 'Kartkówka', 'Wychowanie do Życia w Rodzinie', '4', '2016-11-10 05:34:57'), 
('147', 'Odpowiedź ustna', 'Język Włoski', '4', '2016-09-20 20:50:35'), 
('147', 'Aktywność na lekcji', 'Plastyka', '1', '2016-12-13 00:56:51'), 
('147', 'Praca dodatkowa', 'Język Włoski', '5', '2016-12-09 09:03:31'), 
('147', 'Egzamin', 'Godzina Wychowawcza', '5', '2016-12-24 22:07:32'), 
('147', 'Sprawdzian', 'Fizyka', '5', '2016-10-19 01:27:37'), 
('147', 'Odpowiedź ustna', 'Technika', '6', '2016-09-17 20:33:27'), 
('147', 'Kartkówka', 'Język Hiszpański', '1', '2016-09-24 17:18:49'), 
('147', 'Sprawdzian', 'Wychowanie do Życia w Rodzinie', '3', '2017-01-26 22:57:20'), 
('148', 'Praca dodatkowa', 'Wiedza o Społeczeństwie', '3', '2016-11-22 10:54:51'), 
('148', 'Aktywność na lekcji', 'Geografia', '3', '2017-01-27 06:22:05'), 
('148', 'Praca dodatkowa', 'Godzina Wychowawcza', '1', '2017-01-18 12:37:10'), 
('148', 'Zachowanie', 'Język Polski', '3', '2016-09-30 11:25:30'), 
('148', 'Praca dodatkowa', 'Plastyka', '5', '2016-09-29 00:12:38'), 
('148', 'Projekt', 'Fizyka', '4', '2016-10-04 13:37:42'), 
('148', 'Aktywność na lekcji', 'Zajęcia Artystyczne', '5', '2016-12-28 05:51:09'), 
('148', 'Projekt', 'Muzyka', '3', '2016-12-25 16:43:13'), 
('148', 'Projekt', 'Fizyka', '6', '2016-11-29 15:40:06'), 
('148', 'Odpowiedź ustna', 'Język Angielski', '6', '2016-10-15 13:29:03'), 
('148', 'Projekt', 'Biologia', '4', '2016-10-05 17:56:23'), 
('148', 'Odpowiedź ustna', 'Godzina Wychowawcza', '6', '2016-10-23 23:05:07'), 
('148', 'Zachowanie', 'Geografia', '5', '2016-09-07 17:23:52'), 
('148', 'Zachowanie', 'Zajęcia Artystyczne', '4', '2016-12-16 16:55:29'), 
('148', 'Sprawdzian', 'Geografia', '6', '2016-10-14 21:25:30'), 
('148', 'Projekt', 'Wychowanie Fizyczne', '3', '2016-12-31 16:39:06'), 
('148', 'Egzamin', 'Język Rosyjski', '2', '2016-12-12 10:27:42'), 
('148', 'Praca dodatkowa', 'Matematyka', '5', '2016-10-16 19:28:27'), 
('148', 'Aktywność na lekcji', 'Plastyka', '6', '2017-02-02 04:28:53'), 
('148', 'Sprawdzian', 'Technika', '4', '2017-01-08 03:07:42'), 
('148', 'Zachowanie', 'Muzyka', '3', '2017-01-28 14:32:53'), 
('148', 'Zachowanie', 'Religia', '6', '2016-09-10 16:24:44'), 
('148', 'Sprawdzian', 'Język Włoski', '3', '2016-10-22 20:47:49'), 
('149', 'Aktywność na lekcji', 'Język Polski', '4', '2016-10-06 03:26:27'), 
('149', 'Praca dodatkowa', 'Język Francuski', '1', '2016-10-14 12:05:14'), 
('149', 'Sprawdzian', 'Język Francuski', '5', '2016-12-07 20:10:08'), 
('149', 'Kartkówka', 'Religia', '6', '2017-01-25 15:33:42'), 
('149', 'Sprawdzian', 'Plastyka', '6', '2016-12-10 11:34:43'), 
('149', 'Kartkówka', 'Wiedza o Społeczeństwie', '1', '2016-12-11 01:37:19'), 
('149', 'Projekt', 'Wychowanie do Życia w Rodzinie', '5', '2017-01-12 13:00:41'), 
('149', 'Aktywność na lekcji', 'Muzyka', '1', '2017-01-21 17:58:30'), 
('149', 'Kartkówka', 'Chemia', '3', '2016-12-15 15:29:22'), 
('149', 'Odpowiedź ustna', 'Plastyka', '5', '2016-10-15 20:19:46'), 
('149', 'Projekt', 'Wiedza o Społeczeństwie', '1', '2016-10-06 18:18:44'), 
('149', 'Praca dodatkowa', 'Chemia', '6', '2016-09-13 06:08:57'), 
('149', 'Aktywność na lekcji', 'Wychowanie Fizyczne', '3', '2016-12-26 23:17:51'), 
('149', 'Aktywność na lekcji', 'Język Hiszpański', '3', '2016-11-10 02:33:03'), 
('149', 'Sprawdzian', 'Język Angielski', '6', '2016-11-29 16:16:39'), 
('149', 'Zachowanie', 'Plastyka', '6', '2016-09-27 05:32:55'), 
('149', 'Odpowiedź ustna', 'Technika', '6', '2016-09-10 12:31:16'), 
('149', 'Kartkówka', 'Zajęcia Artystyczne', '6', '2016-10-25 22:21:59'), 
('149', 'Aktywność na lekcji', 'Informatyka', '3', '2016-12-25 00:18:11'), 
('149', 'Projekt', 'Informatyka', '6', '2016-10-15 00:07:38'), 
('149', 'Kartkówka', 'Informatyka', '4', '2017-01-25 12:10:39'), 
('149', 'Zachowanie', 'Informatyka', '4', '2016-12-18 08:31:37'), 
('149', 'Kartkówka', 'Język Rosyjski', '2', '2016-10-12 15:54:49'), 
('150', 'Zachowanie', 'Matematyka', '3', '2016-09-11 21:45:51'), 
('150', 'Odpowiedź ustna', 'Biologia', '6', '2016-10-19 08:15:22'), 
('150', 'Zachowanie', 'Wychowanie Fizyczne', '6', '2016-09-22 09:35:54'), 
('150', 'Odpowiedź ustna', 'Biologia', '5', '2016-09-27 12:06:00'), 
('150', 'Egzamin', 'Technika', '2', '2016-12-18 02:36:30'), 
('150', 'Sprawdzian', 'Wychowanie Fizyczne', '2', '2016-09-21 11:03:06'), 
('150', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '2', '2016-12-05 23:53:28'), 
('150', 'Kartkówka', 'Chemia', '4', '2016-11-08 00:24:22'), 
('150', 'Praca dodatkowa', 'Język Angielski', '5', '2016-09-29 06:45:55'), 
('150', 'Aktywność na lekcji', 'Geografia', '3', '2017-01-08 20:27:46'), 
('150', 'Zachowanie', 'Godzina Wychowawcza', '4', '2016-10-30 23:13:29'), 
('150', 'Kartkówka', 'Język Rosyjski', '4', '2016-11-15 19:51:00'), 
('150', 'Egzamin', 'Język Włoski', '2', '2016-12-30 11:37:32'), 
('150', 'Sprawdzian', 'Język Francuski', '2', '2017-01-03 21:27:29'), 
('150', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '4', '2016-12-10 14:34:44'), 
('150', 'Odpowiedź ustna', 'Godzina Wychowawcza', '6', '2016-12-12 23:16:09'), 
('150', 'Projekt', 'Biologia', '1', '2017-01-10 20:03:55'), 
('150', 'Kartkówka', 'Wychowanie do Życia w Rodzinie', '1', '2016-12-26 02:52:29'), 
('150', 'Sprawdzian', 'Zajęcia Artystyczne', '4', '2016-12-25 20:24:27'), 
('150', 'Odpowiedź ustna', 'Fizyka', '4', '2016-12-08 07:06:24'), 
('150', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '5', '2016-11-26 21:42:55'), 
('150', 'Projekt', 'Język Włoski', '2', '2016-09-25 17:26:56'), 
('150', 'Sprawdzian', 'Plastyka', '5', '2016-09-27 19:03:18'), 
('150', 'Kartkówka', 'Informatyka', '2', '2017-01-26 06:31:57'), 
('150', 'Aktywność na lekcji', 'Język Rosyjski', '6', '2017-01-28 10:16:01'), 
('150', 'Zachowanie', 'Religia', '2', '2016-10-04 05:35:03'), 
('150', 'Praca dodatkowa', 'Język Hiszpański', '3', '2016-09-17 07:23:54'), 
('151', 'Projekt', 'Język Polski', '3', '2016-10-03 03:52:03'), 
('151', 'Sprawdzian', 'Biologia', '6', '2016-10-13 13:04:12'), 
('151', 'Kartkówka', 'Chemia', '6', '2017-01-28 12:02:03'), 
('151', 'Praca dodatkowa', 'Język Włoski', '3', '2016-10-10 19:12:11'), 
('151', 'Egzamin', 'Język Rosyjski', '3', '2016-12-02 07:17:58'), 
('151', 'Praca dodatkowa', 'Fizyka', '5', '2017-01-07 06:22:02'), 
('151', 'Aktywność na lekcji', 'Język Hiszpański', '1', '2017-01-14 20:31:53'), 
('151', 'Egzamin', 'Biologia', '3', '2016-11-16 06:41:13'), 
('151', 'Sprawdzian', 'Religia', '3', '2016-09-10 09:57:41'), 
('151', 'Praca dodatkowa', 'Język Angielski', '5', '2016-12-14 21:53:23'), 
('151', 'Odpowiedź ustna', 'Język Angielski', '6', '2017-01-03 19:01:28'), 
('151', 'Aktywność na lekcji', 'Informatyka', '1', '2016-12-07 08:51:44'), 
('151', 'Praca dodatkowa', 'Religia', '3', '2016-10-28 16:03:27'), 
('151', 'Odpowiedź ustna', 'Język Włoski', '2', '2016-10-11 19:12:51'), 
('151', 'Egzamin', 'Godzina Wychowawcza', '1', '2016-12-23 15:54:03'), 
('151', 'Zachowanie', 'Język Rosyjski', '5', '2016-09-09 10:18:03'), 
('151', 'Sprawdzian', 'Godzina Wychowawcza', '1', '2017-01-25 19:09:37'), 
('151', 'Projekt', 'Plastyka', '4', '2016-12-26 11:28:34'), 
('151', 'Projekt', 'Wychowanie do Życia w Rodzinie', '1', '2016-10-08 11:18:29'), 
('151', 'Odpowiedź ustna', 'Fizyka', '2', '2016-09-15 09:51:25'), 
('151', 'Projekt', 'Matematyka', '2', '2016-10-22 01:03:45'), 
('151', 'Kartkówka', 'Język Hiszpański', '3', '2016-12-13 02:31:32'), 
('151', 'Projekt', 'Chemia', '2', '2016-10-26 05:46:03'), 
('151', 'Praca dodatkowa', 'Wiedza o Społeczeństwie', '2', '2016-09-12 05:20:28'), 
('151', 'Projekt', 'Język Angielski', '1', '2016-12-12 07:10:15'), 
('151', 'Egzamin', 'Technika', '6', '2017-01-24 02:59:25'), 
('152', 'Egzamin', 'Język Hiszpański', '2', '2016-10-12 07:08:17'), 
('152', 'Zachowanie', 'Język Angielski', '5', '2016-10-19 08:13:58'), 
('152', 'Projekt', 'Język Włoski', '1', '2016-09-11 20:50:07'), 
('152', 'Projekt', 'Fizyka', '2', '2017-01-06 20:45:23'), 
('152', 'Odpowiedź ustna', 'Język Rosyjski', '6', '2016-11-20 09:40:01'), 
('152', 'Odpowiedź ustna', 'Geografia', '3', '2016-09-14 18:28:13'), 
('152', 'Sprawdzian', 'Język Polski', '2', '2016-09-07 00:13:05'), 
('152', 'Projekt', 'Język Włoski', '4', '2016-10-13 14:19:57'), 
('152', 'Odpowiedź ustna', 'Język Francuski', '2', '2016-11-10 13:10:13'), 
('152', 'Kartkówka', 'Geografia', '6', '2016-10-20 21:56:22'), 
('152', 'Aktywność na lekcji', 'Język Rosyjski', '1', '2017-01-22 05:27:41'), 
('152', 'Praca dodatkowa', 'Biologia', '5', '2016-11-01 08:20:11'), 
('152', 'Zachowanie', 'Geografia', '2', '2016-12-03 10:49:41'), 
